topic,topic_word,weght_topic
8,беседовать,0.0037085994
8,жених,0.0036074126
8,мусор,0.0035805795
8,грамм,0.0035775271
8,покупатель,0.003550517
8,свежий,0.0035062346
8,пригласить,0.0034956406
8,спешить,0.00331342
8,продавец,0.0032843559
8,старший,0.0032358242
8,крутой,0.0032303834
8,разрешить,0.0031955333
8,идти,0.0031951352
8,туалетный,0.0031467616
8,жирный,0.003102008
8,выходить,0.003088824
8,чемпионат,0.0030770928
8,сдохнуть,0.00305487
8,полностью,0.003022218
8,дух,0.0030104106
8,материться,0.0029707777
8,сразу,0.0029648
8,оттуда,0.0029519678
8,помидор,0.0029242923
8,птица,0.0029233254
8,обратно,0.0028986186
8,вообще,0.0028985417
8,видимо,0.0027665258
8,гроб,0.0027014657
8,бой,0.0026766884
8,закончить,0.002604039
8,бомж,0.0025778653
8,к,0.002570557
8,бюджет,0.0025579405
8,ранний,0.0025213342
8,джентльмен,0.002516901
8,загс,0.0025164234
8,гад,0.0024956507
8,понять,0.0024644192
8,напротив,0.0024636493
8,думать,0.0024570937
9,``,0.22399741
9,'',0.20409878
9,слово,0.018946363
9,писать,0.007992839
9,новый,0.007922559
9,говорить,0.007065024
9,язык,0.0069287554
9,10,0.0067588994
9,русский,0.0066422825
9,добрый,0.005864269
9,привет,0.0053690183
9,х,0.004781993
9,вопрос,0.0046296506
9,обещать,0.0043193097
9,номер,0.004278112
9,реклама,0.0039341436
9,4,0.0035653529
9,выиграть,0.0034776388
9,суд,0.0034433198
9,сказать,0.003410728
9,читать,0.0033205184
9,встретиться,0.0031552927
9,китайский,0.0030393717
9,вес,0.0029456774
9,книга,0.0029067567
9,ответ,0.0028921845
9,й,0.0028659627
9,пахнуть,0.0028140289
9,великий,0.0027726053
9,отправить,0.0027519292
9,английский,0.0027504833
9,название,0.0027122092
9,дело,0.0026990618
9,плечо,0.0026510411
9,виноватый,0.0026400324
9,знакомый,0.0025808362
9,знать,0.0025042524
9,весёлый,0.0024716023
9,магазин,0.0024653755
9,самый,0.0024501374
9,фирма,0.0024434396
9,юбка,0.0024033152
9,злой,0.0023800428
9,почта,0.0023106781
9,устроить,0.0022933965
9,называться,0.0022796798
9,хакер,0.002259476
9,один,0.0022474332
9,собрать,0.002235575
9,скорость,0.0022326729
9,кусок,0.002229789
9,отлично,0.0021765425
9,ваня,0.0021632935
9,называть,0.0021107127
9,думать,0.0020908474
9,подавать,0.0020390642
9,купить,0.002014878
9,эй,0.002009559
9,голодный,0.0019384298
9,незнакомый,0.0019205451
9,сутки,0.0019109673
9,ремонт,0.0018932605
9,последний,0.0018386329
9,назвать,0.0018302787
9,добавить,0.001830123
9,николай,0.001788718
9,немецкий,0.0017675109
9,слышь,0.0017608722
9,тонкий,0.0017456262
9,наш,0.0017370102
9,огурец,0.0017365261
9,первый,0.0017303551
9,заставлять,0.0017274398
9,табличка,0.0017242859
9,включать,0.0017174942
9,холодно,0.0016981408
9,впечатление,0.001686566
9,услуга,0.001655044
9,получить,0.0016530658
9,ожидать,0.0016372496
9,забить,0.0016343526
9,район,0.0015753469
9,ворота,0.0015353368
9,сосать,0.0015001453
9,знакомиться,0.0014804424
9,открыть,0.001479048
9,пройти,0.001466695
9,2,0.0014516234
9,взять,0.0014511012
9,жёлтый,0.0014262064
9,увидеть,0.0014219007
9,прочитать,0.0014191993
9,25,0.001417565
9,брюнетка,0.0013464481
9,утро,0.0013409904
9,москва,0.0013332923
9,минута,0.0013276724
9,красавица,0.0013144113
9,рак,0.0013080032
9,участие,0.0013050587
10,пить,0.038669117
10,водка,0.029982343
10,...,0.019467724
10,твой,0.019209959
10,..,0.01621304
10,подруга,0.01285026
10,счастие,0.012823858
10,дурак,0.012197506
10,красный,0.011603546
10,стоить,0.0111600915
10,душа,0.0093723545
10,выглядеть,0.009262815
10,пол,0.008598263
10,чужой,0.008406168
10,вино,0.007532941
10,видеть,0.007390201
10,кровать,0.0070167393
10,медведь,0.0068584844
10,любовник,0.006806401
10,бывший,0.0065776855
10,помогать,0.006543287
10,становиться,0.0063868808
10,ага,0.0061934497
10,мешать,0.0060000345
10,учить,0.0058858385
10,зеркало,0.005793115
10,здоровье,0.0056167915
10,ошибка,0.005586114
10,мыть,0.005272608
10,экзамен,0.0052029463
10,банк,0.005161998
10,война,0.005154693
10,молодой,0.0051131696
10,фамилия,0.005051671
10,тип,0.004876822
10,ругаться,0.004829893
10,живот,0.0047998936
10,стараться,0.00477191
10,вода,0.004699164
10,дорога,0.0046870885
10,сдать,0.004654415
10,место,0.004641018
10,зелёный,0.0046335594
10,удар,0.0046105166
10,считаться,0.0044920393
10,план,0.004427361
10,пропасть,0.0042627393
10,волк,0.0042037205
10,лечь,0.0041852593
10,другой,0.004000654
10,желать,0.003953735
10,маршрутка,0.0039482582
10,один,0.003947231
10,штука,0.0039112777
10,конкурс,0.003841706
10,попадать,0.003824707
10,подождать,0.003812721
10,кормить,0.0038109634
10,крупный,0.0037064892
10,голова,0.0036722373
10,недостаток,0.0036568802
10,святой,0.0036537969
