topic,topic_word,topic_val
0,мама,6.855067577931702
0,папа,5.233207568981905
0,сынок,1.8265458823929308
0,сын,1.417576953906471
0,вовочка,1.2684113870992573
0,отец,0.9785709621318827
0,мальчик,0.9760098930016524
0,маленький,0.8798053418895599
0,девочка,0.7027984623464845
0,спрашивать,0.6685806675330477
0,школа,0.6082664200781748
0,дочка,0.5847032713297423
0,дочь,0.4440306053942218
0,мать,0.4371932208105599
0,домой,0.416833625307625
0,доченька,0.4137487951437133
0,пойти,0.3314454126016386
0,бабушка,0.3171133079385335
0,дать,0.2996945129305453
0,купить,0.29322298726426
0,приходить,0.28334345724644994
0,семья,0.2233853060282965
0,спросить,0.22082287616103868
0,дядя,0.2185448499955105
0,подходить,0.20278387545160365
0,детство,0.1909322143438245
0,жениться,0.18764482584134326
0,замуж,0.1869659917590308
0,прийти,0.18239154520005071
0,откуда,0.17331958010218748
0,спать,0.17180680416134228
0,учительница,0.16976581717542782
0,стать,0.16418231084015283
0,правда,0.16124184525914853
0,урок,0.16114927344123917
0,принести,0.16076751722005897
0,вырасти,0.15707931888681306
0,класс,0.15680646040787485
0,родитель,0.15513151649571683
0,взять,0.1532135801096668
0,кушать,0.1514349578288405
0,играть,0.1510295477524457
0,звать,0.1479914974328017
0,кричать,0.14164059534716156
0,выйти,0.13776556708987023
0,тёща,0.1353010468284895
0,дедушка,0.13423269218008504
0,зять,0.13365740604420648
0,братик,0.13323363633307717
0,карло,0.13270616194771068
0,кухня,0.13136776967423375
0,тётя,0.12853851077315298
0,аист,0.12418967923734867
0,рассказать,0.12328999138161541
0,готовить,0.12213657696508055
0,просить,0.12036496018090287
0,называть,0.12004995791329726
0,учитель,0.1166553284482047
0,взрослый,0.11567139159823306
0,съесть,0.11407815532902933
0,родиться,0.11178239347188991
0,писать,0.11128538014978508
0,плакать,0.10923177685469139
0,дом,0.10883650882785888
0,детский,0.10872687867958045
0,сыночек,0.10791041324622407
0,дневник,0.1073567603945383
0,отвечать,0.10735152830974558
0,завтра,0.10622008104000158
0,садик,0.10186890790554592
0,брат,0.09883232907467523
0,рождение,0.09815833295951032
0,большой,0.09798366227748567
0,смотреть,0.09768514651922539
0,ой,0.09539494887796199
0,слово,0.09512050722344678
0,ходить,0.09486284127167605
0,комната,0.09417537121901051
0,бояться,0.09388013245540705
0,еврей,0.09364867213937793
0,скоро,0.0936173090467434
0,двор,0.09359700880235125
0,найти,0.09038673460024517
0,сказка,0.09024089423025847
0,рассказывать,0.08985842277908863
0,учиться,0.08960290345219724
0,мамочка,0.08934806624324117
0,зоопарк,0.08623297163836863
0,дед,0.08474406289541306
0,больший,0.08461544008853303
0,гулять,0.0845133381787975
0,буратино,0.08405938578323643
0,звонить,0.08207924858830655
0,вова,0.0819816536594722
0,назвать,0.08099431448989501
0,погулять,0.08050712033217049
0,сделать,0.07975786289881572
0,малыш,0.07870999718798893
0,уйти,0.07681848045006669
0,попросить,0.0760940987154446
0,учить,0.07406007756129505
0,дура,0.07365695979028332
0,вернуться,0.07346488648537818
0,получить,0.07317250560009621
0,сестра,0.07267734324424961
0,познакомиться,0.07197301537992688
0,игрушка,0.07163842965911203
0,курить,0.0710570812501442
0,марья,0.06978157618431834
0,таки,0.06943519863631464
0,ремень,0.06933146660869667
0,молодой,0.06873678394100124
0,слушать,0.06844167589115802
0,родить,0.06822674561897829
0,разговаривать,0.06763580266980153
0,забыть,0.0676165588264632
0,хлеб,0.0674299890627159
0,корова,0.06714104629847442
0,сад,0.06664448297620881
0,младший,0.06624142047891297
0,увидеть,0.06621920329394185
0,римский,0.06540274523471193
0,вопрос,0.06538698134831139
0,ночь,0.06502372187369308
0,свадьба,0.06429710992439298
0,мат,0.0631115934611433
0,ванная,0.06303801100360895
0,собираться,0.06284389339169884
0,двойка,0.06282260953875887
0,петя,0.06265964361765236
0,пятилетний,0.06228513369732733
0,возвращаться,0.06215057874194058
0,палец,0.061485382818778994
0,мороз,0.06115427501903385
0,вести,0.06101771951990061
0,иванович,0.06077761858414742
0,поговорить,0.06055362407497516
0,сходить,0.06051698815909885
0,уехать,0.06033335559536044
0,улица,0.0603116200654722
0,разрешать,0.060014500583180204
0,бог,0.05983316790102475
0,понять,0.05969103727687066
0,молодец,0.05960843965383786
0,пиво,0.05946819579328947
0,гость,0.05922643552147617
0,песочница,0.05913107902434099
0,помнить,0.059129845394008215
0,ругаться,0.058752172902554585
0,бить,0.0587340991247715
0,маша,0.05858395881881708
0,утром,0.05851871586856724
0,слышать,0.05784313417499601
0,посуда,0.05777891093527907
0,посмотреть,0.0575910767068303
0,слеза,0.05754865352766369
0,выходить,0.057428224986329234
0,велосипед,0.057423159042108075
0,вечером,0.057348060091926736
0,яблоко,0.057175256134519445
0,дотать,0.056964972011480396
0,волос,0.05667503630365863
0,вася,0.056662884526831166
0,появиться,0.05654815569732926
0,подарить,0.056486614518871
0,расти,0.056224883001531514
0,нос,0.056060664677811095
0,ка,0.05564733830978814
0,мороженое,0.055186400744014374
0,красивый,0.055161593879519084
0,браться,0.054522268367744105
0,наверное,0.05443349688528545
0,капуста,0.05432803207794178
0,компьютер,0.053913736813159
0,задать,0.053816960376024826
0,обещать,0.05343174887238153
0,похожий,0.05328452963735828
0,остаться,0.053139264520232765
0,собирать,0.053099535284594
0,подбегать,0.05300555520325938
0,отдать,0.052876763356687534
0,жених,0.05281075706301731
0,старший,0.05259578076442473
0,еврейский,0.05196218662897393
0,запомнить,0.051955080105646194
0,собрание,0.05194240530621495
0,показать,0.051246673184805615
0,упасть,0.051201829813246946
